/content/tts-engine/gdrive/My Drive/wavs/001001.wav|be nAm xodAvand baxSande baxSAyeSgar
/content/tts-engine/gdrive/My Drive/wavs/041017.wav|amA somud rA hedAyat kardim vali AnhA nAbinA?i rA bor hedAyat tarjih dAdand be hamin jahat sA?eqe An azAb xArkonande be xAter a?mAli ke anjAm midAdand AnhA rA forugereft
/content/tts-engine/gdrive/My Drive/wavs/041018.wav|va kasAni rA ke imAn Avardand va parhizgAr budand nejAt baxSidim
/content/tts-engine/gdrive/My Drive/wavs/041019.wav|be xAter biyAvarid ruzi rA ke doSmanAn xodA rA jam? karde be suy duzax mibarandu sofuf piSin rA negah midArand tA safhAye ba?d be AnhA molhaq Savand
/content/tts-engine/gdrive/My Drive/wavs/041020.wav|vaqti be An mirasand guShA va CeSmhA va pusthAye taneSAn be AnCe mikardand govAhi midahand
/content/tts-engine/gdrive/My Drive/wavs/041021.wav|AnhA be pusthAye taneSAn miguyand CarA bor zed mA govAhi dAdid AnhA javAb midahand hamAn xodAyi ke har mojudi rA be notq darAvarde mA rA guyA sAxte va u SomA rA noxostin bAr Afarid va bAzgaSttAn besuye ust
/content/tts-engine/gdrive/My Drive/wavs/041022.wav|SomA agar gonAhAntAn rA maxfi mikardid noh bexAtere in bud ke az SahAdat guS va CeSmhA va pusthAye tantAn bim dAStid balke SomA gomAn mikardid ke xodAvand besyAri az a?mAli rA ke anjAm midahid nemidAnad
/content/tts-engine/gdrive/My Drive/wavs/041023.wav|Ari in gomAn badi bud ke darbAreye parvardegArtAn dAStid va hamAn mojeb helAkat SomA gardid va sar_?anjAm az ziyAnkArAn Sodid
/content/tts-engine/gdrive/My Drive/wavs/041024.wav|agar sabr konand yA nakanand be har hAl duzax jAygAh AnhAst va agar taqAzAy afv konand mored afv qarAr nemigirand
/content/tts-engine/gdrive/My Drive/wavs/041026.wav|kAfarAn goftand guS be in qorAn farAndahid va be hengAm talAvat An janjAl kanid SAyad piruz Savid
/content/tts-engine/gdrive/My Drive/wavs/041027.wav|be yaqin be kAfarAn azAb Sadidi miCeSmAnim va AnhA rA be badtarin a?mAli ke anjAm mey dAdand keyfar midahim
/content/tts-engine/gdrive/My Drive/wavs/041028.wav|in AtaS keyfar doSmanAn xodA est sorAy jAvidSAn dar An xAhad bud keyfari est bexAtere inke AyAt mA rA enkAr mikardand
/content/tts-engine/gdrive/My Drive/wavs/041029.wav|kAfarAn goftand parvardegArA AnhAyi ke az jen va ens mA rA gomrAh kardand be mA neSAn deh tA zir pAy xod nehim va lagadmAlSAn kanim tA az post tarin mardom bASand
/content/tts-engine/gdrive/My Drive/wavs/041030.wav|be yaqin kasAni ke goftand parvardegAr mA xodAvand yegAne est sepas esteqAmat kardand fereStegAn bor AnAn nAzel miSavand ke natarsid va qamgin mabASid va beSArat bAd bor SomA be An beheSti ke be SomA va?de dAde Sode est
/content/tts-engine/gdrive/My Drive/wavs/041031.wav|mA yArAn va madadkArAn SomA dar zendegi donyA va Axarat hastim va barAy SomA har Ce deltAn bexAhad dar beheSt farAham est va har Ce talab kanid be SomA dAde miSavad
/content/tts-engine/gdrive/My Drive/wavs/041032.wav|inhA vasile pazirAyi az suy xodAvand qafur va rahim est
/content/tts-engine/gdrive/My Drive/wavs/041033.wav|Ce kasi xoS goftArtar est az An kas ke da?vat be suy xodA mikand va amal sAleh anjAm midahad va miguyad man az mosalmAnAnam
/content/tts-engine/gdrive/My Drive/wavs/041034.wav|hargez niki va badi yeksAn nist badi rA bA niki daf? kan nAgAh xAhi did hamAn kas ke miyAn to va u doSmani est guyi dusti garm va samimi est
/content/tts-engine/gdrive/My Drive/wavs/041035.wav|amA joz kasAni ke dArAye sabr va esteqAmatand be in maqAm nemirasand va joz kasAni ke bohre azimi az imAn va taqvA dArand be An nA?el nemigardand
/content/tts-engine/gdrive/My Drive/wavs/041036.wav|va hargAh vasvasehAyi az SeytAn motavajeh to gardad az xodA panAh bexAh ke u Senude va dAnAst
/content/tts-engine/gdrive/My Drive/wavs/041037.wav|va az neSAnehAy u Sab va ruz va xorSid va mAh est barAy xorSid va mAh sajde nakanid barAy xodAyi ke Afarinande AnhAst sajde kanid agar mixAhid u rA beparastid
/content/tts-engine/gdrive/My Drive/wavs/041038.wav|va agar az ebAdat parvardegAr takabor konand kasAni ke nazd parvardegAr to hastand Sab va ruz barAy u tasbih miguyand va xaste nemiSavand
/content/tts-engine/gdrive/My Drive/wavs/041041.wav|kasAni ke be in zekr qorAn hengAmi ke be sarAqeSAn Amad kAfar Sodand niz bor mA maxfi naxAhad mAnd va in ketAbi est qat?an
/content/tts-engine/gdrive/My Drive/wavs/041042.wav|ke hiC gune bAteli noh az piS ro va noh az poSt sar be sorAq An nemiAyad CarA ke az suy xodAvand hakim va Sayeste setAyeS nAzel Sode est
/content/tts-engine/gdrive/My Drive/wavs/041043.wav|AnCe be nAravA darbAreye to miguyand hamAn est ke darbAreye payAmbarAn qabl az to niz gofte Sode parvardegAr to dArAye maqferat va ham dArAye mojAzAt dardnAki est
/content/tts-engine/gdrive/My Drive/wavs/041046.wav|kasi ke amal sAlehi anjAm dahad sudeS barAy xod ust va har kas badi konad be xiStan badi karde est va parvardegArt hargez be bandegAn setam nemikanad
/content/tts-engine/gdrive/My Drive/wavs/041048.wav|va hame ma?budAni rA ke qablan
/content/tts-engine/gdrive/My Drive/wavs/041049.wav|ensAn hargez az taqAzAy niki va ne?mat xaste nemiSavad va hargAh Sar va badi be u rasad besyAr ma?yus va nomid migardad
/content/tts-engine/gdrive/My Drive/wavs/041051.wav|va hargAh be ensAn qAfel va bixabar ne?mat dahim ruy migardAnad va be hAl takabor az haq dur miSavad vali hargAh moxtasar nArAhati be u rasad taqAzAy farAvAn va mostamer barAy bor taraf Sodan An dArad
/content/tts-engine/gdrive/My Drive/wavs/041052.wav|begu be man xabar dahid agar in qorAn az suy xodAvand bASad va SomA be An kAfar Savid Ce kasi gomrAhtar xAhad bud az kasi ke dar moxAlefat Sadidi qarAr dArad
/content/tts-engine/gdrive/My Drive/wavs/041053.wav|be zudi neSAnehAy xod rA dar atrAf jahAn va dar darun jAneSAn be AnhA neSAn midahim tA barAy AnAn ASkAr gardad ke u haq est AyA kAfi nist ke parvardegArt bor hame Ciz SAhed va govAh est
/content/tts-engine/gdrive/My Drive/wavs/041054.wav|AgAh bASid ke AnhA az leqA? parvardegArSAn dar Sak va tardidand va AgAh bASid ke xodAvand be hame Ciz ehAte dArad
/content/tts-engine/gdrive/My Drive/wavs/042001.wav|ham
/content/tts-engine/gdrive/My Drive/wavs/042002.wav|osq
/content/tts-engine/gdrive/My Drive/wavs/042003.wav|in gune xodAvand aziz va hakim be to va payAmbarAni ke piS az to budand vahi mikand
/content/tts-engine/gdrive/My Drive/wavs/042004.wav|AnCe dar AsmAnhA va AnCe dar zamin est az An ust va u bolandmartabe va bozorg est
/content/tts-engine/gdrive/My Drive/wavs/042006.wav|kasAni ke qeyr xodA rA vali xod entexAb kardand xodAvand hesAb hame e?mAl AnhA rA negah midArad va to ma?mur nisti ke AnAn rA majbur be qabul haq kani
/content/tts-engine/gdrive/My Drive/wavs/042008.wav|va agar xodA mixAst hame AnhA rA omat vAhedi qarAr midAd va be zur hedAyat mikard vali hedAyat ejbAri sudi nadArad amA xodAvand har kas rA bexAhad dar rahmataS vAred mikand va barAy zAlemAn vali va yAvari nist
/content/tts-engine/gdrive/My Drive/wavs/042009.wav|AyA AnhA qeyr az xodA rA vali xod bargozidand dar hAli ke vali faqat xodAvand est va ust ke mordegAn rA zende mikand va ust ke bor har Cizi tavAnAst
/content/tts-engine/gdrive/My Drive/wavs/042010.wav|dar har Ciz extelAf kanid dAvriS bA xodAsat in est xodAvand parvardegAr man bor u tavakol kardeam va be suy u bAzmigardam
/content/tts-engine/gdrive/My Drive/wavs/042011.wav|u Afarinande AsmAnhA va zamin est va az jens SomA hamsarAni barAy SomA qarAr dAd va joftehAyi az CAhAr_pAyAn Afarid va SomA rA be in vasile busile hamsar_?anziyAd mey konad hiC Ciz hamAnand u nist va u SenavA va binAst
/content/tts-engine/gdrive/My Drive/wavs/042012.wav|kelidhAy AsmAnhA va zamin az An ust ruzi rA barAy har kas bexAhad gostareS mey dahad yA mahdud misAzad u be hame Ciz dAnAst
/content/tts-engine/gdrive/My Drive/wavs/042016.wav|kasAni ke az ruy lejAjat darbAreye xodA ba?d az paziroftan va imAn be u mohAje mey konand delilSAn nazd parvardegArSAn bAtel va bipAye est va qazab bor AnhAst va azAbi Sodid dArand
/content/tts-engine/gdrive/My Drive/wavs/042017.wav|xodAvand kasi est ke ketAb rA behaq nAzel kord va mizAn sanjeS haq va bAtel va xabar qiyAmat rA niz to Ce midAni SAyad sA?at qiyAm qiyAmat nazdike bASad
/content/tts-engine/gdrive/My Drive/wavs/042018.wav|kasAni ke be qiyAmat imAn nadArand darbAreye An SetAb mikanand vali AnhA ke imAn Avardeand peyvaste az An harAsAnand va midAnand An haq est AgAh bASid kasAni ke dar qiyAmat tardid mikanand dar gomrAhi amiqi hastand
/content/tts-engine/gdrive/My Drive/wavs/042019.wav|xodAvand nesbat be bandegAneS lotf va AgAhi dArad har kas rA bexAhad ruzi midahad va u qavi va SekastnApazir est
/content/tts-engine/gdrive/My Drive/wavs/042020.wav|kasi ke zerA?at Axarat rA bexAhad be keSt u barkat va afzAyeS midahim va bor mahsuleS miAfzAyim va kasi ke faqat keSt donyA rA betalabad kami az An be u midahim amA dar Axarat hiC bahrei nadArad
/content/tts-engine/gdrive/My Drive/wavs/042021.wav|AyA ma?budAni dArand ke bi?azn xodAvand A?ini barAy AnhA sAxteand agar mohlat mo?ini barAy AnhA nabud dar miyAnSAn dAvari miSod va dastur azAb sAder migaSt va barAy zAlemAn azAb dardnAki est
/content/tts-engine/gdrive/My Drive/wavs/042025.wav|u kasi est ke tobe rA az bandegAneS mipazirad va badihA rA mibaxSad va AnCe rA anjAm midahid midAnad
/content/tts-engine/gdrive/My Drive/wavs/042026.wav|va darxAst kasAni rA ke imAn Avarde va kArhAy nik anjAm dAdeand mipazirad va az fazl xod bor AnhA miAfzAyad amA barAy kAfarAn azAb Sadidi est
/content/tts-engine/gdrive/My Drive/wavs/042027.wav|hargAh xodAvand ruzi rA barAy bandegAneS vos?at baxSad dar zamin toqyAn va setam mikanand az ayanaru bemaqdAri ke mixAhad va maslehat midAnad nAzel mikand ke nesbe be bandegAneS AgAh va binAst
/content/tts-engine/gdrive/My Drive/wavs/042028.wav|u kasi est ke bArAn sudmand rA pas az Anke ma?yus Sodand nAzel mikand va rahmat xiS rA migostarAnad va u vali va sarparast va sotude est
/content/tts-engine/gdrive/My Drive/wavs/042029.wav|va az AyAt ust AfarineS AsmAnhA va zamin va AnCe az jonbandegAn dar AnhA montaSer nomude va u hargAh bexAhad bor jam? AnhA tavAnAst
/content/tts-engine/gdrive/My Drive/wavs/042030.wav|har masibati be SomA rasad bexAtere a?mAli est ke anjAm dAdeid va besyAri rA niz afv mikand
/content/tts-engine/gdrive/My Drive/wavs/042031.wav|va SomA hargez nemitavAnid dar zamin az qodrat xodAvand farAr kanid va qeyr az xodA hiC vali va yAvari barAy SomA nist
/content/tts-engine/gdrive/My Drive/wavs/042032.wav|az neSAnehAy u keStihAyi est ke dar daryA hamCon kuhA be nazar mirasand
/content/tts-engine/gdrive/My Drive/wavs/042033.wav|agar u erAde konad bAd rA sAken misAzad tA AnhA bor poSt daryA biharkat bemAnand dar in neSAnehAyi est barAy har sabarkonande SokrgozAr
/content/tts-engine/gdrive/My Drive/wavs/042034.wav|yA agar bexAhad AnhA rA bexAtere a?mAli ke sarneSinAneS mortakeb Sodeand nAbud misAzad va dar eyn hAl besyAri rA mibaxSad
/content/tts-engine/gdrive/My Drive/wavs/042035.wav|kasAni ke dar AyAt mA mojAdele mikanand bedAnand hiC gorizgAhi nadArand
/content/tts-engine/gdrive/My Drive/wavs/042036.wav|AnCe be SomA atA Sode matA? zudgozar zendegi donyAst va AnCe nazd xodAsat barAy kasAni ke imAn Avarde va bor parvardegArSAn tavakol mikanand behtar va pAydArter est
/content/tts-engine/gdrive/My Drive/wavs/042037.wav|hamAn kasAni ke az gonAhAn bozorg va e?mAl zeSt ejtenAb mivarzand va hengAmi ke xaSmgin Savand afv mikanand
/content/tts-engine/gdrive/My Drive/wavs/042038.wav|va kasAni ke da?vat parvardegArSAn rA ejAbat karde va namAz rA barpA midArand va kArhAyeSAn be surat maSverat dar miyAn AnhAst va az AnCe be AnhA ruzi dAdeim anfAq mikanand
/content/tts-engine/gdrive/My Drive/wavs/042039.wav|va kasAni ke hargAh setami be AnhA rasad taslim zolm nemiSavand va yAri mitalaband
/content/tts-engine/gdrive/My Drive/wavs/042040.wav|keyfar badi mojAzAti est hamAnand An va har kas afv va eslAh konad pAdAS u bA xodAsat xodAvand zAlemAn rA dust nadArad
/content/tts-engine/gdrive/My Drive/wavs/042041.wav|va kasi ke ba?d az mazlumSodan yAri talabad irAdi bor u nist
/content/tts-engine/gdrive/My Drive/wavs/042042.wav|irAd va mojAzAt bor kasAni est ke be mardom setam mikanand va dar zamin benAheq zolm ravA midArand barAy AnAn azAb dardnAki est
/content/tts-engine/gdrive/My Drive/wavs/042043.wav|amA kasAni ke SakibA?i va afv konand in az kArhAy por_?arzeS est
/content/tts-engine/gdrive/My Drive/wavs/042044.wav|kasi rA ke xodA gomrAh konad vali va yAvari joz u naxAhad dASt va zAlemAn rA ruz qiyAmat mibini hengAmi ke azAb elAhi rA moSAhede mikanand miguyand AyA rAhi be suy bAzgaSt va jobrAn vojud dArad
/content/tts-engine/gdrive/My Drive/wavs/042046.wav|AnhA joz xodA oliyA va yAvarAni nadArand ke yAriSAn konand va har kas rA xodA gomrAh sAzad hiC rAh nejAti barAy u nist
/content/tts-engine/gdrive/My Drive/wavs/042047.wav|ejAbat kanid da?vat parvardegAr xod rA piS az Anke ruzi ferA rasad ke bAzgaSti barAy An dar barAbar erAde xodA nist va dar An ruz noh panAhgAhi dArid va noh modAfe?i
/content/tts-engine/gdrive/My Drive/wavs/042049.wav|mAlekiyat va hAkemiyat AsmAnhA va zamin az An xodAsat har Ce rA bexAhad miAfarinad be har kas erAde konad doxtar mibaxSad va be har kas bexAhad pesar
/content/tts-engine/gdrive/My Drive/wavs/042050.wav|yA agar bexAhad pesar va doxtar har do rA barAy AnAn jam? mikand va har kas rA bexAhad aqim migozArad zirA ke u dAnA va qAder est
/content/tts-engine/gdrive/My Drive/wavs/042051.wav|va Sayeste hiC ensAni nist ke xodA bA u soxan guyad magar az rAh vahi yA az poSt hejAb yA rasuli miferestad va befarmAn u AnCe rA bexAhad vahi mikand CarA ke u bolandmaqAm va hakim est
/content/tts-engine/gdrive/My Drive/wavs/042053.wav|rAh xodAvandi ke tamAmi AnCe dar AsmAnhA va AnCe dar zamin est az An ust AgAh bASid ke hame kArhA tanahA besuye xodA bAzmigardad
/content/tts-engine/gdrive/My Drive/wavs/043001.wav|ham
/content/tts-engine/gdrive/My Drive/wavs/043002.wav|sogand be ketAb mobayan va roSangar
/content/tts-engine/gdrive/My Drive/wavs/043003.wav|ke mA An rA qorAni fasih va arabi qarAr dAdim SAyad SomA An rA dark kanid
/content/tts-engine/gdrive/My Drive/wavs/043004.wav|va An dar emolktAb loh mahfuz nazd mA bolandpAye va ostovAr est
/content/tts-engine/gdrive/My Drive/wavs/043005.wav|AyA in zekr qorAn rA az SomA bAzgirim bexAtere inke qomi esrAfkArid
/content/tts-engine/gdrive/My Drive/wavs/043006.wav|Ce besyAr payAmbarAni ke barAy hedAyat dar miyAn aqvAm piSin ferestAdim
/content/tts-engine/gdrive/My Drive/wavs/043007.wav|vali hiC payAmbari be suy AnhA nemiAmad magar inke u rA estehzA mikardand
/content/tts-engine/gdrive/My Drive/wavs/043008.wav|vali mA kasAni rA ke nirumandtar az AnhA budand holAk kardim va dAstAn piSiniyAn gozaSt
/content/tts-engine/gdrive/My Drive/wavs/043009.wav|har gAh az AnAn beporsi Ce kasi AsmAnhA va zamin rA Afaride est mosalaman
/content/tts-engine/gdrive/My Drive/wavs/043010.wav|hamAn kasi ke zamin rA mahal ArAmeS SomA qarAr dAd va barAy SomA dar An rAhhAyi Afarid bASad ke hedAyat Savid va be maqsad berasid
/content/tts-engine/gdrive/My Drive/wavs/043011.wav|hamAn kasi ke az AsemAn Abi ferestAd bemaqdAr mo?ayan va busile An sarzamin morde rA hayAt baxSidim hamin gune dar qiyAmat az qabrahA SomA rA xArej misAzand
/content/tts-engine/gdrive/My Drive/wavs/043012.wav|va hamAn kasi ke hame zojahA rA Afarid va barAy SomA az keStihA va CAhAr_pAyAn markbahAyi qarArdAd ke bor An savAr miSuyad
/content/tts-engine/gdrive/My Drive/wavs/043013.wav|tA bor poSt AnhA bexubi qarAr girid sepas hengAmi ke bor AnhA savAr Sodid ne?mat parvardegArtAn rA motezaker Savid va beguyid pAk va monazah est kasi ke in rA mosaxar mA sAxt vagarnah mA tavAnAyi tasxir An rA nadAStim
/content/tts-engine/gdrive/My Drive/wavs/043014.wav|va mA be suy parvardegArmAn bAzmigardim
/content/tts-engine/gdrive/My Drive/wavs/043015.wav|AnhA barAy xodAvand az miyAn bandegAneS joz?i qarAr dAdand va malA?eke rA doxtarAn xodA xAndand ensAn kafrAnkonande ASkAri est
/content/tts-engine/gdrive/My Drive/wavs/043016.wav|AyA az miyAn maxluqAteS doxtarAn rA barAy xod entexAb karde va pesarAn rA barAy SomA bargozide est
/content/tts-engine/gdrive/My Drive/wavs/043017.wav|dar hAli ke hargAh yeki az AnhA rA be hamAn Cizi ke barAy xodAvand rahmAn Sabih qarAr dAde be tavalod doxtar beSArat dahand suratS az farte nArAhati siyAh miSavad va xaSmgin migardad
/content/tts-engine/gdrive/My Drive/wavs/043018.wav|AyA kasi rA ke dar lAbolAy zinthA parvareS miyAbad va be hengAm jedAl qAder be tabyin maqsud xod nist farzand xodA mixAnid
/content/tts-engine/gdrive/My Drive/wavs/043019.wav|AnhA fereStegAn rA ke bandegAn xodAvand rahmAnand mo?anas pendAStand AyA SAhed AfarineS AnhA bude and govAhi AnAn neveSte miSavad va az An bAzxAst xAhand Sod
/content/tts-engine/gdrive/My Drive/wavs/043020.wav|AnAn goftand agar xodAvand rahmAn mixAst mA AnhA rA parasteS nemikardim vali be in amr hiC gune elm va yaqin nadArand va joz doruq Cizi nemiguyand
/content/tts-engine/gdrive/My Drive/wavs/043021.wav|yA inke mA ketAbi piS az in be AnAn dAdeim va AnhA be An tamasok mijuyand
/content/tts-engine/gdrive/My Drive/wavs/043022.wav|balke AnhA miguyand mA niyAkAn xod rA bor A?ini yAftim va mA niz be peyravi AnAn hedAyat yAfteim
/content/tts-engine/gdrive/My Drive/wavs/043023.wav|va ingune dar hiC Sahr va diyAri piS az to payAmbar enzArkonandei naferestAdim magar inke servatmandAn mast va maqrur An goftand mA pedarAn xod rA bor A?ini yAftim va be AsAr AnAn eqtedA mikanim
/content/tts-engine/gdrive/My Drive/wavs/043024.wav|payAmbarSAn goft AyA agar man A?ini hedAyat_baxSaxStar az AnCe pedarAntAn rA bor An yAftid Avarde bASam bAz ham enkAr mikanid goftand Ari mA be AnCe SomA be An ferestAde Sodeid kAfarim
/content/tts-engine/gdrive/My Drive/wavs/043025.wav|be hamin jahat az AnhA enteqAm gereftim benegar pAyAn kAr takzibkonandegAn Cegune bud
/content/tts-engine/gdrive/My Drive/wavs/043026.wav|va be xAter biyAvar hengAmi rA ke ebrAhim be pedereS amviS Azar va qumeS goft man az AnCe SomA miparastid bizAram
/content/tts-engine/gdrive/My Drive/wavs/043027.wav|magar An kasi ke marA Afaride ke u hedAyatm xAhad kord
/content/tts-engine/gdrive/My Drive/wavs/043028.wav|u kalame tohid rA kalame pAyandei dar naslahAy ba?d az xod qarAr dAd SAyad be suy xodA bAz gardand
/content/tts-engine/gdrive/My Drive/wavs/043029.wav|vali man in goruh va pedarAneSAn rA az mavAheb donyA bahremand sAxtam tA haq va ferestAde ASkAr elAhi be sarAqeSAn Amad
/content/tts-engine/gdrive/My Drive/wavs/043030.wav|hengAmi ke haq be sarAqeSAn Amad goftand in sahar est va mA nesbat be An kAfarim
/content/tts-engine/gdrive/My Drive/wavs/043031.wav|va goftand CarA in qorAn bor mord bozorg va servatmandi az in do Sahr make va tA?ef nAz l naSode est
/content/tts-engine/gdrive/My Drive/wavs/043033.wav|agar tamakon kofAr az mavAheb mAdi sabab nemiSod ke hame mardom omat vAhed gomrAhi Savand mA barAy kasAni ke be xodAvand rahmAn kAfar miSodand xAnehAyi qarAr midAdim bA saqfahAyi az naqare va nardbAnhAyi ke az An bAlA ravand
/content/tts-engine/gdrive/My Drive/wavs/043034.wav|va barAy xAnehAyeSAn darhA va taxtehAyi zibA va noqrei qarAr midAdim ke bor An tekye konand
/content/tts-engine/gdrive/My Drive/wavs/043035.wav|va anvA? zivarhA vali tamAm inhA bohre zendegi donyAst va Axarat nazd parvardegArt az An parhizgArAn est
/content/tts-engine/gdrive/My Drive/wavs/043036.wav|va har kas az yAd xodA ruygardAn Savad SeytAn rA be sorAq u mayAfrostim pas hamvAre qarin ust
/content/tts-engine/gdrive/My Drive/wavs/043037.wav|va AnhA SayAtin in goruh rA az rAh xodA bAzmidArand dar hAli ke gomAn mikanand hedAyatiyAftegAn haqiqi AnhA hastand
/content/tts-engine/gdrive/My Drive/wavs/043038.wav|tA zamAni ke dar qiyAmat nazd mA hAzer Savad miguyad ey kAS miyAn man va to fAsele maSreq va maqreb bud Ce bad hamneSini budi
/content/tts-engine/gdrive/My Drive/wavs/043039.wav|vali be AnhA miguyim hargez in gofteguhA emruz be hAl SomA sudi nadArad CarA ke zolm kardid va hame dar azAb moStarkid
/content/tts-engine/gdrive/My Drive/wavs/043040.wav|ey payAmbar AyA to mitavAni soxan xod rA be guS karAn beresAni yA kurAn va kasAni rA ke dar gomrAhi ASkAri hastand hedAyat kani
/content/tts-engine/gdrive/My Drive/wavs/043041.wav|va hargAh to rA az miyAn AnhA bebarim hatman
/content/tts-engine/gdrive/My Drive/wavs/043042.wav|yA agar zende bemAni va va AnCe rA az azAb be AnAn va?de dAdeim be to neSAn dahim bAz mA bor AnhA mosaltim
